"","COMID","wgt","draw_year"
"1320",22741107,300.983114133157,"2013_2018"
"1321",22741243,323.496054278805,"2013_2018"
"1322",22741573,323.496054278805,"2013_2018"
"1323",22742411,421.957472572163,"2013_2018"
"1324",22742567,1415.87920881483,"2013_2018"
"1325",22742725,421.957472572163,"2013_2018"
"1326",22742855,300.983114133157,"2013_2018"
"1327",22743221,1415.87920881483,"2013_2018"
"1328",22743267,421.957472572163,"2013_2018"
"1329",22743297,421.957472572163,"2013_2018"
"1330",22743619,323.496054278805,"2013_2018"
"1331",22743669,421.957472572163,"2013_2018"
"1332",22743863,323.496054278805,"2013_2018"
"1333",22743909,323.496054278805,"2013_2018"
"1334",22744141,1415.87920881483,"2013_2018"
"1335",22744329,323.496054278805,"2013_2018"
"1336",22744343,323.496054278805,"2013_2018"
"1337",22744887,421.957472572163,"2013_2018"
"1338",22744933,1415.87920881483,"2013_2018"
"1339",22744953,1415.87920881483,"2013_2018"
"1340",22744999,421.957472572163,"2013_2018"
"1341",22745349,1415.87920881483,"2013_2018"
"1342",22745415,421.957472572163,"2013_2018"
"1343",22745505,300.983114133157,"2013_2018"
"1344",22745717,1415.87920881483,"2013_2018"
"1345",22746005,323.496054278805,"2013_2018"
"1346",22746311,300.983114133157,"2013_2018"
"1347",22746437,300.983114133157,"2013_2018"
"1348",22751809,323.496054278805,"2013_2018"
"1349",9839478,238.708187449758,"2013_2018"
"1350",9840068,385.747736595784,"2013_2018"
"1351",9840072,385.747736595784,"2013_2018"
"1352",9840138,385.747736595784,"2013_2018"
"1353",9840156,385.747736595784,"2013_2018"
"1354",9840270,385.747736595784,"2013_2018"
"1355",9840280,238.708187449758,"2013_2018"
"1356",15567199,238.708187449758,"2013_2018"
"1357",15567263,238.708187449758,"2013_2018"
"1358",15567357,247.03200530225,"2013_2018"
"1359",15567407,238.708187449758,"2013_2018"
"1360",15567585,238.708187449758,"2013_2018"
"1361",15567745,268.270095709164,"2013_2018"
"1362",15567933,268.270095709164,"2013_2018"
"1363",15568061,385.747736595784,"2013_2018"
"1364",15568729,385.747736595784,"2013_2018"
"1365",15569007,385.747736595784,"2013_2018"
"1366",15569167,268.270095709164,"2013_2018"
"1367",15569281,247.03200530225,"2013_2018"
"1368",15569301,238.708187449758,"2013_2018"
"1369",15569363,238.708187449758,"2013_2018"
"1370",15569629,238.708187449758,"2013_2018"
"1371",15569657,238.708187449758,"2013_2018"
"1372",15574741,268.270095709164,"2013_2018"
"1373",15574925,268.270095709164,"2013_2018"
"1374",15575049,238.708187449758,"2013_2018"
"1375",15575329,247.03200530225,"2013_2018"
"1376",15575519,247.03200530225,"2013_2018"
"1377",15575757,238.708187449758,"2013_2018"
"1378",15575877,238.708187449758,"2013_2018"
"1379",15575923,238.708187449758,"2013_2018"
"1380",15576043,247.03200530225,"2013_2018"
"1381",15576317,385.747736595784,"2013_2018"
"1382",15576327,247.03200530225,"2013_2018"
"1383",15576341,238.708187449758,"2013_2018"
"1384",15576347,238.708187449758,"2013_2018"
"1385",15576459,268.270095709164,"2013_2018"
"1386",15581259,385.747736595784,"2013_2018"
"1387",15581385,247.03200530225,"2013_2018"
"1388",15581451,238.708187449758,"2013_2018"
"1389",15581507,247.03200530225,"2013_2018"
"1390",15581539,268.270095709164,"2013_2018"
"1391",15581713,385.747736595784,"2013_2018"
"1392",15581857,385.747736595784,"2013_2018"
"1393",15582265,268.270095709164,"2013_2018"
"1394",15582383,385.747736595784,"2013_2018"
"1395",15582485,247.03200530225,"2013_2018"
"1396",15582549,385.747736595784,"2013_2018"
"1397",15582569,385.747736595784,"2013_2018"
"1398",21972796,434.199451408014,"2013_2018"
"1399",21974195,603.405916796046,"2013_2018"
"1400",21974653,603.405916796046,"2013_2018"
"1401",21974927,603.405916796046,"2013_2018"
"1402",21975137,434.199451408014,"2013_2018"
"1403",21976057,603.405916796046,"2013_2018"
"1404",21976325,603.405916796046,"2013_2018"
"1405",21977033,603.405916796046,"2013_2018"
"1406",21977213,2105.02650528306,"2013_2018"
"1407",21977367,434.199451408014,"2013_2018"
"1408",21977559,471.747728667336,"2013_2018"
"1409",21977571,603.405916796046,"2013_2018"
"1410",21977929,603.405916796046,"2013_2018"
"1411",21978113,471.747728667336,"2013_2018"
"1412",21978483,2105.02650528306,"2013_2018"
"1413",21978671,603.405916796046,"2013_2018"
"1414",21978911,471.747728667336,"2013_2018"
"1415",21979255,434.199451408014,"2013_2018"
"1416",21979299,2105.02650528306,"2013_2018"
"1417",21979445,2105.02650528306,"2013_2018"
"1418",21981067,434.199451408014,"2013_2018"
"1419",21981129,471.747728667336,"2013_2018"
"1420",21981391,471.747728667336,"2013_2018"
"1421",21981401,434.199451408014,"2013_2018"
"1422",21981783,2105.02650528306,"2013_2018"
"1423",21981945,603.405916796046,"2013_2018"
"1424",21982031,603.405916796046,"2013_2018"
"1425",21982217,603.405916796046,"2013_2018"
"1426",21983067,471.747728667336,"2013_2018"
"1427",21983073,2105.02650528306,"2013_2018"
"1428",21983113,2105.02650528306,"2013_2018"
"1429",21983459,2105.02650528306,"2013_2018"
"1430",21983721,603.405916796046,"2013_2018"
"1431",21984037,2105.02650528306,"2013_2018"
"1432",22022762,434.199451408014,"2013_2018"
"1433",22022936,2105.02650528306,"2013_2018"
"1434",22023164,2105.02650528306,"2013_2018"
"1435",22023182,471.747728667336,"2013_2018"
"1436",22023272,603.405916796046,"2013_2018"
"1437",22023302,434.199451408014,"2013_2018"
"1438",22023660,2105.02650528306,"2013_2018"
"1439",22024096,471.747728667336,"2013_2018"
"1440",22024102,2105.02650528306,"2013_2018"
"1441",22024132,434.199451408014,"2013_2018"
"1442",22024230,603.405916796046,"2013_2018"
"1443",22024628,603.405916796046,"2013_2018"
"1444",22025606,603.405916796046,"2013_2018"
"1445",22026246,2105.02650528306,"2013_2018"
"1446",22026464,603.405916796046,"2013_2018"
"1447",22026542,471.747728667336,"2013_2018"
"1448",6244252,13.9823738779825,"2013_2018"
"1449",6244304,66.9127855232521,"2013_2018"
"1450",6244310,22.9263433950096,"2013_2018"
"1451",6244336,66.9127855232521,"2013_2018"
"1452",6244338,13.9823738779825,"2013_2018"
"1453",6244370,13.9823738779825,"2013_2018"
"1454",6245210,13.9823738779825,"2013_2018"
"1455",6245214,66.9127855232521,"2013_2018"
"1456",6245216,66.9127855232521,"2013_2018"
"1457",6245222,66.9127855232521,"2013_2018"
"1458",6245228,66.9127855232521,"2013_2018"
"1459",6245260,22.9263433950096,"2013_2018"
"1460",6245270,13.9823738779825,"2013_2018"
"1461",6245272,22.9263433950096,"2013_2018"
"1462",6245280,9.59472320882588,"2013_2018"
"1463",6245312,22.9263433950096,"2013_2018"
"1464",6245314,13.9823738779825,"2013_2018"
"1465",6245320,9.59472320882588,"2013_2018"
"1466",6245332,22.9263433950096,"2013_2018"
"1467",6245344,9.59472320882588,"2013_2018"
"1468",6245350,9.59472320882588,"2013_2018"
"1469",6245356,66.9127855232521,"2013_2018"
"1470",6245380,22.9263433950096,"2013_2018"
"1471",6245390,66.9127855232521,"2013_2018"
"1472",6245398,66.9127855232521,"2013_2018"
"1473",6245406,66.9127855232521,"2013_2018"
"1474",6245418,22.9263433950096,"2013_2018"
"1475",6245448,9.59472320882588,"2013_2018"
"1476",6245450,66.9127855232521,"2013_2018"
"1477",6245456,22.9263433950096,"2013_2018"
"1478",6245458,9.59472320882588,"2013_2018"
"1479",6245480,13.9823738779825,"2013_2018"
"1480",6245524,66.9127855232521,"2013_2018"
"1481",6245534,13.9823738779825,"2013_2018"
"1482",6245602,9.59472320882588,"2013_2018"
"1483",6245682,66.9127855232521,"2013_2018"
"1484",6245694,66.9127855232521,"2013_2018"
"1485",6245756,22.9263433950096,"2013_2018"
"1486",6245892,22.9263433950096,"2013_2018"
"1487",6246292,9.59472320882588,"2013_2018"
"1488",6246302,66.9127855232521,"2013_2018"
"1489",6246304,22.9263433950096,"2013_2018"
"1490",6246306,22.9263433950096,"2013_2018"
"1491",6246308,22.9263433950096,"2013_2018"
"1492",15448632,607.526017309701,"2013_2018"
"1493",15448792,550.240877311224,"2013_2018"
"1494",15449342,607.526017309701,"2013_2018"
"1495",15449836,1192.02321291495,"2013_2018"
"1496",15450154,1192.02321291495,"2013_2018"
"1497",15450228,550.240877311224,"2013_2018"
"1498",15450278,576.942341895491,"2013_2018"
"1499",15455374,576.942341895491,"2013_2018"
"1500",15455808,576.942341895491,"2013_2018"
"1501",15456054,1192.02321291495,"2013_2018"
"1502",15456538,576.942341895491,"2013_2018"
"1503",15456852,607.526017309701,"2013_2018"
"1504",15458312,1192.02321291495,"2013_2018"
"1505",15464545,550.240877311224,"2013_2018"
"1506",15465121,607.526017309701,"2013_2018"
"1507",15465155,607.526017309701,"2013_2018"
"1508",15465261,607.526017309701,"2013_2018"
"1509",15466577,576.942341895491,"2013_2018"
"1510",15466649,550.240877311224,"2013_2018"
"1511",15466671,1192.02321291495,"2013_2018"
"1512",15467161,576.942341895491,"2013_2018"
"1513",15467463,576.942341895491,"2013_2018"
"1514",15469051,576.942341895491,"2013_2018"
"1515",15469211,1192.02321291495,"2013_2018"
"1516",15469347,607.526017309701,"2013_2018"
"1517",15475943,607.526017309701,"2013_2018"
"1518",15476217,607.526017309701,"2013_2018"
"1519",15476915,1192.02321291495,"2013_2018"
"1520",15476987,1192.02321291495,"2013_2018"
"1521",15478785,550.240877311224,"2013_2018"
"1522",15478795,576.942341895491,"2013_2018"
"1523",15479007,1192.02321291495,"2013_2018"
"1524",15484041,550.240877311224,"2013_2018"
"1525",15484297,550.240877311224,"2013_2018"
"1526",15484399,1192.02321291495,"2013_2018"
"1527",15484675,576.942341895491,"2013_2018"
"1528",15485061,576.942341895491,"2013_2018"
"1529",15489986,1192.02321291495,"2013_2018"
"1530",15491056,1192.02321291495,"2013_2018"
"1531",15491098,576.942341895491,"2013_2018"
"1532",15491434,576.942341895491,"2013_2018"
"1533",15491626,1192.02321291495,"2013_2018"
"1534",15492006,576.942341895491,"2013_2018"
"1535",15492182,607.526017309701,"2013_2018"
"1536",15492374,576.942341895491,"2013_2018"
"1537",15492664,550.240877311224,"2013_2018"
"1538",15492698,607.526017309701,"2013_2018"
"1539",15497614,550.240877311224,"2013_2018"
"1540",15502887,550.240877311224,"2013_2018"
"1541",25517348,576.942341895491,"2013_2018"
"1542",8083543,1839.42900085923,"2013_2018"
"1543",8083677,1839.42900085923,"2013_2018"
"1544",8083871,427.18606589501,"2013_2018"
"1545",8084049,427.18606589501,"2013_2018"
"1546",8084341,1839.42900085923,"2013_2018"
"1547",8085039,1839.42900085923,"2013_2018"
"1548",8085097,559.609902945217,"2013_2018"
"1549",8085103,1839.42900085923,"2013_2018"
"1550",8085203,559.609902945217,"2013_2018"
"1551",8085239,559.609902945217,"2013_2018"
"1552",8085459,559.609902945217,"2013_2018"
"1553",8085537,427.18606589501,"2013_2018"
"1554",8085583,1839.42900085923,"2013_2018"
"1555",8085985,427.18606589501,"2013_2018"
"1556",8086827,1839.42900085923,"2013_2018"
"1557",8087135,1839.42900085923,"2013_2018"
"1558",8087345,559.609902945217,"2013_2018"
"1559",8087655,1839.42900085923,"2013_2018"
"1560",8087721,559.609902945217,"2013_2018"
"1561",8100623,1839.42900085923,"2013_2018"
"1562",8101215,559.609902945217,"2013_2018"
"1563",8101443,1839.42900085923,"2013_2018"
"1564",8101531,1839.42900085923,"2013_2018"
"1565",8101899,427.18606589501,"2013_2018"
"1566",8101909,559.609902945217,"2013_2018"
"1567",8102089,1839.42900085923,"2013_2018"
"1568",8102139,559.609902945217,"2013_2018"
"1569",8102365,427.18606589501,"2013_2018"
"1570",8102543,427.18606589501,"2013_2018"
"1571",8102743,1839.42900085923,"2013_2018"
"1572",8103499,427.18606589501,"2013_2018"
"1573",9419977,427.18606589501,"2013_2018"
"1574",9420013,427.18606589501,"2013_2018"
"1575",9420063,559.609902945217,"2013_2018"
"1576",9420393,427.18606589501,"2013_2018"
"1577",9420621,1839.42900085923,"2013_2018"
"1578",9420681,442.461830111482,"2013_2018"
"1579",9421781,1839.42900085923,"2013_2018"
"1580",9421803,1839.42900085923,"2013_2018"
"1581",9421939,427.18606589501,"2013_2018"
"1582",9422137,559.609902945217,"2013_2018"
"1583",9422701,559.609902945217,"2013_2018"
"1584",9423109,1839.42900085923,"2013_2018"
"1585",9423343,427.18606589501,"2013_2018"
"1586",9423361,559.609902945217,"2013_2018"
"1587",9423545,427.18606589501,"2013_2018"
"1588",9423551,1839.42900085923,"2013_2018"
"1589",9423845,442.461830111482,"2013_2018"
"1590",9424397,1839.42900085923,"2013_2018"
"1591",9424499,442.461830111482,"2013_2018"
"1592",22288019,1021.89269622329,"2013_2018"
"1593",22288109,1021.89269622329,"2013_2018"
"1594",22288277,1021.89269622329,"2013_2018"
"1595",22288307,1021.89269622329,"2013_2018"
"1596",22288371,306.635055997138,"2013_2018"
"1597",22288379,306.635055997138,"2013_2018"
"1598",22288495,306.635055997138,"2013_2018"
"1599",22289877,1021.89269622329,"2013_2018"
"1600",22289929,316.261657915008,"2013_2018"
"1601",22289959,316.261657915008,"2013_2018"
"1602",22290001,306.635055997138,"2013_2018"
"1603",22290007,316.261657915008,"2013_2018"
"1604",22290519,306.635055997138,"2013_2018"
"1605",22290559,306.635055997138,"2013_2018"
"1606",22294122,206.996183206361,"2013_2018"
"1607",22294854,306.635055997138,"2013_2018"
"1608",22295692,206.996183206361,"2013_2018"
"1609",22295776,316.261657915008,"2013_2018"
"1610",22295842,316.261657915008,"2013_2018"
"1611",22295992,306.635055997138,"2013_2018"
"1612",22296180,1021.89269622329,"2013_2018"
"1613",22296192,306.635055997138,"2013_2018"
"1614",22296456,206.996183206361,"2013_2018"
"1615",22296588,316.261657915008,"2013_2018"
"1616",22296592,316.261657915008,"2013_2018"
"1617",22296624,1021.89269622329,"2013_2018"
"1618",22296796,206.996183206361,"2013_2018"
"1619",22296860,1021.89269622329,"2013_2018"
"1620",22296938,316.261657915008,"2013_2018"
"1621",22302887,1021.89269622329,"2013_2018"
"1622",22302927,206.996183206361,"2013_2018"
"1623",22304141,206.996183206361,"2013_2018"
"1624",22304209,316.261657915008,"2013_2018"
"1625",22304293,316.261657915008,"2013_2018"
"1626",22304409,1021.89269622329,"2013_2018"
"1627",22304907,306.635055997138,"2013_2018"
"1628",22305429,316.261657915008,"2013_2018"
"1629",22305525,316.261657915008,"2013_2018"
"1630",22305615,306.635055997138,"2013_2018"
"1631",22305821,1021.89269622329,"2013_2018"
"1632",22306043,316.261657915008,"2013_2018"
"1633",22306237,206.996183206361,"2013_2018"
"1634",22306281,206.996183206361,"2013_2018"
"1635",22306307,206.996183206361,"2013_2018"
"1636",22306315,1021.89269622329,"2013_2018"
"1637",22306319,206.996183206361,"2013_2018"
"1638",22306619,306.635055997138,"2013_2018"
"1639",22307055,306.635055997138,"2013_2018"
"1640",22307197,306.635055997138,"2013_2018"
"1641",22309883,206.996183206361,"2013_2018"
"1642",15444789,197.648897746884,"2008_2013"
"1643",15444497,197.648897746884,"2008_2013"
"1644",15444871,30.8331799234452,"2008_2013"
"1645",8974650,30.8331799234452,"2008_2013"
"1646",15444849,197.648897746884,"2008_2013"
"1647",15444961,30.8331799234452,"2008_2013"
"1648",8968988,60.1172926214525,"2008_2013"
"1649",8969660,197.648897746884,"2008_2013"
"1650",15444709,197.648897746884,"2008_2013"
"1651",15444955,30.8331799234452,"2008_2013"
"1652",8968736,197.648897746884,"2008_2013"
"1653",8968978,60.1172926214525,"2008_2013"
"1654",8969458,197.648897746884,"2008_2013"
"1655",15444905,197.648897746884,"2008_2013"
"1656",9049197,36.9037966496173,"2008_2013"
"1657",8969208,60.1172926214525,"2008_2013"
"1658",15444761,36.9037966496173,"2008_2013"
"1659",15445127,36.9037966496173,"2008_2013"
"1660",8969648,197.648897746884,"2008_2013"
"1661",8969780,60.1172926214525,"2008_2013"
"1662",15444799,36.9037966496173,"2008_2013"
"1663",15445207,36.9037966496173,"2008_2013"
"1664",8969870,30.8331799234452,"2008_2013"
"1665",8968636,36.9037966496173,"2008_2013"
"1666",8969964,30.8331799234452,"2008_2013"
"1667",8970356,197.648897746884,"2008_2013"
"1668",8968858,36.9037966496173,"2008_2013"
"1669",8969676,30.8331799234452,"2008_2013"
"1670",8970360,197.648897746884,"2008_2013"
"1671",8969110,36.9037966496173,"2008_2013"
"1672",9049187,36.9037966496173,"2008_2013"
"1673",8969016,60.1172926214525,"2008_2013"
"1674",15445077,60.1172926214525,"2008_2013"
"1675",15445123,36.9037966496173,"2008_2013"
"1676",8969666,60.1172926214525,"2008_2013"
"1677",8969912,30.8331799234452,"2008_2013"
"1678",15445081,36.9037966496173,"2008_2013"
"1679",15444895,36.9037966496173,"2008_2013"
"1680",8969884,30.8331799234452,"2008_2013"
"1681",8968692,30.8331799234452,"2008_2013"
"1682",8969416,197.648897746884,"2008_2013"
"1683",8970422,60.1172926214525,"2008_2013"
"1684",9049141,36.9037966496173,"2008_2013"
"1685",8969034,30.8331799234452,"2008_2013"
"1686",8969786,197.648897746884,"2008_2013"
"1687",15444413,60.1172926214525,"2008_2013"
"1688",8969440,36.9037966496173,"2008_2013"
"1689",8969144,197.648897746884,"2008_2013"
"1690",15444851,197.648897746884,"2008_2013"
"1691",15445103,30.8331799234452,"2008_2013"
"1692",8968924,197.648897746884,"2008_2013"
"1693",8969946,30.8331799234452,"2008_2013"
"1694",15444781,60.1172926214525,"2008_2013"
"1695",15444963,30.8331799234452,"2008_2013"
"1696",8969698,60.1172926214525,"2008_2013"
"1697",8968564,60.1172926214525,"2008_2013"
"1698",8969950,30.8331799234452,"2008_2013"
"1699",15444973,60.1172926214525,"2008_2013"
"1700",9049119,197.648897746884,"2008_2013"
"1701",8969292,60.1172926214525,"2008_2013"
"1702",8969792,60.1172926214525,"2008_2013"
"1703",15444555,60.1172926214525,"2008_2013"
"1704",8969546,197.648897746884,"2008_2013"
"1705",8969222,60.1172926214525,"2008_2013"
"1706",15445001,30.8331799234452,"2008_2013"
"1707",8968752,60.1172926214525,"2008_2013"
"1708",8969192,60.1172926214525,"2008_2013"
"1709",15445013,36.9037966496173,"2008_2013"
"1710",8969306,60.1172926214525,"2008_2013"
"1711",8969412,60.1172926214525,"2008_2013"
"1712",8969688,197.648897746884,"2008_2013"
"1713",8968956,60.1172926214525,"2008_2013"
"1714",8968982,60.1172926214525,"2008_2013"
"1715",15444607,197.648897746884,"2008_2013"
"1716",15445101,36.9037966496173,"2008_2013"
"1717",8968626,197.648897746884,"2008_2013"
"1718",8969748,197.648897746884,"2008_2013"
"1719",8969420,197.648897746884,"2008_2013"
"1720",15444933,60.1172926214525,"2008_2013"
"1721",8969452,197.648897746884,"2008_2013"
"1722",15444731,197.648897746884,"2008_2013"
"1723",8969866,30.8331799234452,"2008_2013"
"1724",15444909,197.648897746884,"2008_2013"
"1725",8969180,60.1172926214525,"2008_2013"
"1726",15444827,197.648897746884,"2008_2013"
"1727",8968974,36.9037966496173,"2008_2013"
"1728",8969770,197.648897746884,"2008_2013"
"1729",6240185,13.2964952073231,"2008_2013"
"1730",7737521,0.543494570150918,"2008_2013"
"1731",7732175,80.6071754531148,"2008_2013"
"1732",9498810,80.6071754531148,"2008_2013"
"1733",6241839,8.85259990216673,"2008_2013"
"1734",6240245,8.85259990216673,"2008_2013"
"1735",9496456,13.2964952073231,"2008_2013"
"1736",9498408,13.2964952073231,"2008_2013"
"1737",7734337,0.543494570150918,"2008_2013"
"1738",6240223,80.6071754531148,"2008_2013"
"1739",6261278,80.6071754531148,"2008_2013"
"1740",9499660,13.2964952073231,"2008_2013"
"1741",7733341,0.543494570150918,"2008_2013"
"1742",6240211,13.2964952073231,"2008_2013"
"1743",6241853,8.85259990216673,"2008_2013"
"1744",9496252,80.6071754531148,"2008_2013"
"1745",6241327,8.85259990216673,"2008_2013"
"1746",7733289,8.85259990216673,"2008_2013"
"1747",9499784,80.6071754531148,"2008_2013"
"1748",6240357,8.85259990216673,"2008_2013"
"1749",9496206,8.85259990216673,"2008_2013"
"1750",9498340,80.6071754531148,"2008_2013"
"1751",6241835,13.2964952073231,"2008_2013"
"1752",9509366,13.2964952073231,"2008_2013"
"1753",9498856,80.6071754531148,"2008_2013"
"1754",6240217,80.6071754531148,"2008_2013"
"1755",9496256,13.2964952073231,"2008_2013"
"1756",6241841,8.85259990216673,"2008_2013"
"1757",6240359,8.85259990216673,"2008_2013"
"1758",7732173,8.85259990216673,"2008_2013"
"1759",9498590,80.6071754531148,"2008_2013"
"1760",9496452,13.2964952073231,"2008_2013"
"1761",9499614,80.6071754531148,"2008_2013"
"1762",7732545,80.6071754531148,"2008_2013"
"1763",9509668,80.6071754531148,"2008_2013"
"1764",9495134,80.6071754531148,"2008_2013"
"1765",7732269,13.2964952073231,"2008_2013"
"1766",6241423,8.85259990216673,"2008_2013"
"1767",9496622,8.85259990216673,"2008_2013"
"1768",7733261,13.2964952073231,"2008_2013"
"1769",9498890,13.2964952073231,"2008_2013"
"1770",6240225,8.85259990216673,"2008_2013"
"1771",9509224,80.6071754531148,"2008_2013"
"1772",9498518,80.6071754531148,"2008_2013"
"1773",7732687,13.2964952073231,"2008_2013"
"1774",6241845,13.2964952073231,"2008_2013"
"1775",9496236,13.2964952073231,"2008_2013"
"1776",7732171,8.85259990216673,"2008_2013"
"1777",9498832,80.6071754531148,"2008_2013"
"1778",9496254,80.6071754531148,"2008_2013"
"1779",6240253,80.6071754531148,"2008_2013"
"1780",9499720,80.6071754531148,"2008_2013"
"1781",9499344,80.6071754531148,"2008_2013"
"1782",9498466,80.6071754531148,"2008_2013"
"1783",7732337,80.6071754531148,"2008_2013"
"1784",9496238,80.6071754531148,"2008_2013"
"1785",6241347,8.85259990216673,"2008_2013"
"1786",7732067,8.85259990216673,"2008_2013"
"1787",6240237,13.2964952073231,"2008_2013"
"1788",9498544,80.6071754531148,"2008_2013"
"1789",6241445,8.85259990216673,"2008_2013"
"1790",9498882,13.2964952073231,"2008_2013"
"1791",6261386,80.6071754531148,"2008_2013"
"1792",6240167,13.2964952073231,"2008_2013"
"1793",9496696,13.2964952073231,"2008_2013"
"1794",7732215,8.85259990216673,"2008_2013"
"1795",15513948,257.969706517709,"2008_2013"
"1796",15514266,54.844876403636,"2008_2013"
"1797",15515048,54.844876403636,"2008_2013"
"1798",15510276,97.7763732281922,"2008_2013"
"1799",15513088,97.7763732281922,"2008_2013"
"1800",15509002,257.969706517709,"2008_2013"
"1801",15510562,54.844876403636,"2008_2013"
"1802",15510382,51.7553047522084,"2008_2013"
"1803",15512766,54.844876403636,"2008_2013"
"1804",15516674,97.7763732281922,"2008_2013"
"1805",15513080,51.7553047522084,"2008_2013"
"1806",15517590,97.7763732281922,"2008_2013"
"1807",15513576,257.969706517709,"2008_2013"
"1808",15511436,54.844876403636,"2008_2013"
"1809",15515158,54.844876403636,"2008_2013"
"1810",15514070,257.969706517709,"2008_2013"
"1811",15514372,97.7763732281922,"2008_2013"
"1812",15514254,51.7553047522084,"2008_2013"
"1813",15513550,257.969706517709,"2008_2013"
"1814",15510432,257.969706517709,"2008_2013"
"1815",15521524,54.844876403636,"2008_2013"
"1816",15509074,97.7763732281922,"2008_2013"
"1817",15514396,257.969706517709,"2008_2013"
"1818",15510350,51.7553047522084,"2008_2013"
"1819",15513054,51.7553047522084,"2008_2013"
"1820",15510574,257.969706517709,"2008_2013"
"1821",15513260,97.7763732281922,"2008_2013"
"1822",15514114,97.7763732281922,"2008_2013"
"1823",15509286,54.844876403636,"2008_2013"
"1824",15510708,54.844876403636,"2008_2013"
"1825",15515156,97.7763732281922,"2008_2013"
"1826",15517768,54.844876403636,"2008_2013"
"1827",15513342,97.7763732281922,"2008_2013"
"1828",15514784,54.844876403636,"2008_2013"
"1829",15513600,257.969706517709,"2008_2013"
"1830",15512550,97.7763732281922,"2008_2013"
"1831",15514950,54.844876403636,"2008_2013"
"1832",15510824,54.844876403636,"2008_2013"
"1833",15513460,97.7763732281922,"2008_2013"
"1834",15512790,257.969706517709,"2008_2013"
"1835",15514376,257.969706517709,"2008_2013"
"1836",15511108,54.844876403636,"2008_2013"
"1837",15513386,51.7553047522084,"2008_2013"
"1838",15517470,97.7763732281922,"2008_2013"
"1839",15509312,54.844876403636,"2008_2013"
"1840",15513824,257.969706517709,"2008_2013"
"1841",15514480,51.7553047522084,"2008_2013"
"1842",15517540,257.969706517709,"2008_2013"
"1843",15521510,54.844876403636,"2008_2013"
"1844",15509452,54.844876403636,"2008_2013"
"1845",15513194,51.7553047522084,"2008_2013"
"1846",15512758,97.7763732281922,"2008_2013"
"1847",15512824,257.969706517709,"2008_2013"
"1848",15511482,54.844876403636,"2008_2013"
"1849",15512868,51.7553047522084,"2008_2013"
"1850",15517566,51.7553047522084,"2008_2013"
"1851",15513338,97.7763732281922,"2008_2013"
"1852",15510564,97.7763732281922,"2008_2013"
"1853",15513566,257.969706517709,"2008_2013"
"1854",15521556,51.7553047522084,"2008_2013"
"1855",15514656,54.844876403636,"2008_2013"
"1856",15513860,97.7763732281922,"2008_2013"
"1857",15510238,257.969706517709,"2008_2013"
"1858",15516706,257.969706517709,"2008_2013"
"1859",15510600,97.7763732281922,"2008_2013"
"1860",15517388,54.844876403636,"2008_2013"
"1861",15513496,97.7763732281922,"2008_2013"
"1862",15513806,97.7763732281922,"2008_2013"
"1863",15512716,97.7763732281922,"2008_2013"
"1864",15511174,54.844876403636,"2008_2013"
"1865",15512652,54.844876403636,"2008_2013"
"1866",15513376,51.7553047522084,"2008_2013"
"1867",15510458,51.7553047522084,"2008_2013"
"1868",15515284,54.844876403636,"2008_2013"
"1869",15512882,257.969706517709,"2008_2013"
"1870",15513554,257.969706517709,"2008_2013"
"1871",15510864,257.969706517709,"2008_2013"
"1872",15517830,54.844876403636,"2008_2013"
"1873",15514610,54.844876403636,"2008_2013"
"1874",15515066,54.844876403636,"2008_2013"
"1875",15509338,54.844876403636,"2008_2013"
"1876",15512722,97.7763732281922,"2008_2013"
"1877",15513134,257.969706517709,"2008_2013"
"1878",15515516,257.969706517709,"2008_2013"
"1879",15511460,54.844876403636,"2008_2013"
"1880",15513984,51.7553047522084,"2008_2013"
"1881",15514914,54.844876403636,"2008_2013"
"1882",15510674,257.969706517709,"2008_2013"
"1883",15513624,97.7763732281922,"2008_2013"
"1884",15516714,97.7763732281922,"2008_2013"
"1885",8110509,172.215471693403,"2008_2013"
"1886",8119151,172.215471693403,"2008_2013"
"1887",8110701,33.7408001243546,"2008_2013"
"1888",8118097,61.9752951061774,"2008_2013"
"1889",8110517,172.215471693403,"2008_2013"
"1890",8118975,35.5784895160767,"2008_2013"
"1891",8118147,172.215471693403,"2008_2013"
"1892",8117955,61.9752951061774,"2008_2013"
"1893",8117133,35.5784895160767,"2008_2013"
"1894",8110899,33.7408001243546,"2008_2013"
"1895",8118287,172.215471693403,"2008_2013"
"1896",8118457,33.7408001243546,"2008_2013"
"1897",8119139,172.215471693403,"2008_2013"
"1898",8110809,172.215471693403,"2008_2013"
"1899",8118999,172.215471693403,"2008_2013"
"1900",8117749,172.215471693403,"2008_2013"
"1901",8110499,61.9752951061774,"2008_2013"
"1902",8119147,172.215471693403,"2008_2013"
"1903",8110925,35.5784895160767,"2008_2013"
"1904",8117965,172.215471693403,"2008_2013"
"1905",8110649,61.9752951061774,"2008_2013"
"1906",8110727,35.5784895160767,"2008_2013"
"1907",8118419,33.7408001243546,"2008_2013"
"1908",8117977,35.5784895160767,"2008_2013"
"1909",8118881,33.7408001243546,"2008_2013"
"1910",8110681,33.7408001243546,"2008_2013"
"1911",8121477,61.9752951061774,"2008_2013"
"1912",8117901,61.9752951061774,"2008_2013"
"1913",8119141,35.5784895160767,"2008_2013"
"1914",8110797,172.215471693403,"2008_2013"
