"","COMID","wgt","draw_year"
"694",15476223,607.526017,"2018_2022"
"695",15458324,1192.023213,"2018_2022"
"696",15503009,576.942342,"2018_2022"
"697",25516766,1192.023213,"2018_2022"
"698",15456620,550.240877,"2018_2022"
"699",15455540,576.942342,"2018_2022"
"700",15502259,576.942342,"2018_2022"
"701",15478925,550.240877,"2018_2022"
"702",15455902,1192.023213,"2018_2022"
"703",15458602,1192.023213,"2018_2022"
"704",15484229,1192.023213,"2018_2022"
"705",15492634,607.526017,"2018_2022"
"706",15467415,1192.023213,"2018_2022"
"707",15479217,550.240877,"2018_2022"
"708",15489816,576.942342,"2018_2022"
"709",15476851,576.942342,"2018_2022"
"710",15449820,550.240877,"2018_2022"
"711",15484313,576.942342,"2018_2022"
"712",15448788,550.240877,"2018_2022"
"713",15492756,550.240877,"2018_2022"
"714",15450278,576.942342,"2018_2022"
"715",15494274,550.240877,"2018_2022"
"716",15476207,607.526017,"2018_2022"
"717",15469097,576.942342,"2018_2022"
"718",15491370,550.240877,"2018_2022"
"719",15475965,576.942342,"2018_2022"
"720",8101243,1839.429001,"2018_2022"
"721",8084197,442.46183,"2018_2022"
"722",9420219,427.186066,"2018_2022"
"723",9423355,1839.429001,"2018_2022"
"724",8102745,559.609903,"2018_2022"
"725",8083543,1839.429001,"2018_2022"
"726",8086793,427.186066,"2018_2022"
"727",9420301,559.609903,"2018_2022"
"728",8102521,442.46183,"2018_2022"
"729",8083769,559.609903,"2018_2022"
"730",8086431,1839.429001,"2018_2022"
"731",9423515,427.186066,"2018_2022"
"732",9421935,559.609903,"2018_2022"
"733",8085729,1839.429001,"2018_2022"
"734",9420381,559.609903,"2018_2022"
"735",8088171,442.46183,"2018_2022"
"736",8083777,559.609903,"2018_2022"
"737",9423097,559.609903,"2018_2022"
"738",8085205,1839.429001,"2018_2022"
"739",9420567,427.186066,"2018_2022"
"740",8101755,1839.429001,"2018_2022"
"741",8085397,427.186066,"2018_2022"
"742",8085459,559.609903,"2018_2022"
"743",8102913,442.46183,"2018_2022"
"744",8100671,1839.429001,"2018_2022"
"745",9420933,1839.429001,"2018_2022"
"746",9423855,442.46183,"2018_2022"
"747",8101341,427.186066,"2018_2022"
"748",8100833,427.186066,"2018_2022"
"749",8084041,427.186066,"2018_2022"
"750",8086597,559.609903,"2018_2022"
"751",9423065,427.186066,"2018_2022"
"752",8102231,427.186066,"2018_2022"
"753",8085097,559.609903,"2018_2022"
"754",8086415,1839.429001,"2018_2022"
"755",8093073,442.46183,"2018_2022"
"756",8085167,1839.429001,"2018_2022"
"757",8100065,442.46183,"2018_2022"
"758",9420905,427.186066,"2018_2022"
"759",9424041,442.46183,"2018_2022"
"760",8102779,442.46183,"2018_2022"
"761",8086697,442.46183,"2018_2022"
"762",8101965,442.46183,"2018_2022"
"763",8086509,442.46183,"2018_2022"
"764",9421995,559.609903,"2018_2022"
"765",9420547,427.186066,"2018_2022"
"766",8102667,1839.429001,"2018_2022"
"767",9419879,1839.429001,"2018_2022"
"768",9420791,559.609903,"2018_2022"
"769",8087715,1839.429001,"2018_2022"
"770",22304137,206.996183,"2018_2022"
"771",22296000,316.261658,"2018_2022"
"772",22303319,206.996183,"2018_2022"
"773",22307211,306.635056,"2018_2022"
"774",22305907,1021.892696,"2018_2022"
"775",22295702,1021.892696,"2018_2022"
"776",22304859,306.635056,"2018_2022"
"777",22288297,306.635056,"2018_2022"
"778",22306591,306.635056,"2018_2022"
"779",22297294,306.635056,"2018_2022"
"780",22296946,1021.892696,"2018_2022"
"781",22290491,306.635056,"2018_2022"
"782",22306039,206.996183,"2018_2022"
"783",22296290,316.261658,"2018_2022"
"784",22287983,316.261658,"2018_2022"
"785",22290307,306.635056,"2018_2022"
"786",22296002,306.635056,"2018_2022"
"787",22288467,306.635056,"2018_2022"
"788",22306111,1021.892696,"2018_2022"
"789",22288229,316.261658,"2018_2022"
"790",22306633,306.635056,"2018_2022"
"791",22296428,1021.892696,"2018_2022"
"792",22288061,316.261658,"2018_2022"
"793",22290465,306.635056,"2018_2022"
"794",22295712,1021.892696,"2018_2022"
"795",22303411,1021.892696,"2018_2022"
"796",22288071,316.261658,"2018_2022"
"797",22290167,1021.892696,"2018_2022"
"798",22304233,316.261658,"2018_2022"
"799",22295850,316.261658,"2018_2022"
"800",22304427,1021.892696,"2018_2022"
"801",22289929,316.261658,"2018_2022"
"802",22306279,206.996183,"2018_2022"
"803",22296076,206.996183,"2018_2022"
"804",22304907,306.635056,"2018_2022"
"805",22296658,1021.892696,"2018_2022"
"806",22296044,1021.892696,"2018_2022"
"807",22290421,306.635056,"2018_2022"
"808",22305567,206.996183,"2018_2022"
"809",22288335,206.996183,"2018_2022"
"810",22304089,316.261658,"2018_2022"
"811",22304581,316.261658,"2018_2022"
"812",22305677,316.261658,"2018_2022"
"813",22304453,1021.892696,"2018_2022"
"814",22306341,316.261658,"2018_2022"
"815",22288379,306.635056,"2018_2022"
"816",22294114,316.261658,"2018_2022"
"817",22305429,316.261658,"2018_2022"
"818",22296014,1021.892696,"2018_2022"
"819",22296678,206.996183,"2018_2022"
"820",8968542,139.427349810237,"2013_2018"
"821",8968586,139.427349810237,"2013_2018"
"822",8968692,121.697538540949,"2013_2018"
"823",8968742,511.96421246976,"2013_2018"
"824",8968784,511.96421246976,"2013_2018"
"825",8968788,139.427349810237,"2013_2018"
"826",8968838,139.427349810237,"2013_2018"
"827",8968914,131.644460565446,"2013_2018"
"828",8968976,511.96421246976,"2013_2018"
"829",8969032,511.96421246976,"2013_2018"
"830",8969056,121.697538540949,"2013_2018"
"831",8969106,511.96421246976,"2013_2018"
"832",8969152,139.427349810237,"2013_2018"
"833",8969174,131.644460565446,"2013_2018"
"834",8969248,131.644460565446,"2013_2018"
"835",8969354,511.96421246976,"2013_2018"
"836",8969440,131.644460565446,"2013_2018"
"837",8969588,121.697538540949,"2013_2018"
"838",8969728,131.644460565446,"2013_2018"
"839",8969788,511.96421246976,"2013_2018"
"840",8969860,121.697538540949,"2013_2018"
"841",8969912,121.697538540949,"2013_2018"
"842",8969928,121.697538540949,"2013_2018"
"843",8969932,121.697538540949,"2013_2018"
"844",8969938,121.697538540949,"2013_2018"
"845",8970018,121.697538540949,"2013_2018"
"846",8970368,511.96421246976,"2013_2018"
"847",8970378,511.96421246976,"2013_2018"
"848",9049117,511.96421246976,"2013_2018"
"849",9049121,511.96421246976,"2013_2018"
"850",9049129,511.96421246976,"2013_2018"
"851",9049185,511.96421246976,"2013_2018"
"852",15444403,139.427349810237,"2013_2018"
"853",15444447,139.427349810237,"2013_2018"
"854",15444759,139.427349810237,"2013_2018"
"855",15444771,139.427349810237,"2013_2018"
"856",15444833,511.96421246976,"2013_2018"
"857",15444871,121.697538540949,"2013_2018"
"858",15444931,121.697538540949,"2013_2018"
"859",15444937,121.697538540949,"2013_2018"
"860",15444983,511.96421246976,"2013_2018"
"861",15445057,511.96421246976,"2013_2018"
"862",15445073,139.427349810237,"2013_2018"
"863",15445077,139.427349810237,"2013_2018"
"864",15445085,511.96421246976,"2013_2018"
"865",15445099,139.427349810237,"2013_2018"
"866",15445101,131.644460565446,"2013_2018"
"867",15445115,121.697538540949,"2013_2018"
"868",15445117,131.644460565446,"2013_2018"
"869",15445119,511.96421246976,"2013_2018"
"870",6240183,200.153314401332,"2013_2018"
"871",6240223,200.153314401332,"2013_2018"
"872",6240233,41.5630910326697,"2013_2018"
"873",6240355,41.5630910326697,"2013_2018"
"874",6240359,36.0793341113604,"2013_2018"
"875",6241445,36.0793341113604,"2013_2018"
"876",6241835,41.5630910326697,"2013_2018"
"877",6241839,36.0793341113604,"2013_2018"
"878",6241841,36.0793341113604,"2013_2018"
"879",6241843,200.153314401332,"2013_2018"
"880",6241853,36.0793341113604,"2013_2018"
"881",6261360,200.153314401332,"2013_2018"
"882",6261382,41.5630910326697,"2013_2018"
"883",7732053,41.5630910326697,"2013_2018"
"884",7732169,41.5630910326697,"2013_2018"
"885",7732303,36.0793341113604,"2013_2018"
"886",7732381,41.5630910326697,"2013_2018"
"887",7732753,41.5630910326697,"2013_2018"
"888",7733289,36.0793341113604,"2013_2018"
"889",7733341,3.01924691908694,"2013_2018"
"890",7734337,3.01924691908694,"2013_2018"
"891",7737521,3.01924691908694,"2013_2018"
"892",9496176,41.5630910326697,"2013_2018"
"893",9496218,41.5630910326697,"2013_2018"
"894",9496274,41.5630910326697,"2013_2018"
"895",9496316,200.153314401332,"2013_2018"
"896",9496440,36.0793341113604,"2013_2018"
"897",9496622,36.0793341113604,"2013_2018"
"898",9496698,36.0793341113604,"2013_2018"
"899",9498810,200.153314401332,"2013_2018"
"900",9498872,200.153314401332,"2013_2018"
"901",9498890,41.5630910326697,"2013_2018"
"902",9499614,200.153314401332,"2013_2018"
"903",9499672,200.153314401332,"2013_2018"
"904",9499704,200.153314401332,"2013_2018"
"905",9499882,200.153314401332,"2013_2018"
"906",9500024,200.153314401332,"2013_2018"
"907",9503990,41.5630910326697,"2013_2018"
"908",9503992,41.5630910326697,"2013_2018"
"909",9509774,41.5630910326697,"2013_2018"
"910",15509066,180.585823719367,"2013_2018"
"911",15509072,211.725620267097,"2013_2018"
"912",15509276,180.585823719367,"2013_2018"
"913",15510326,754.229895546105,"2013_2018"
"914",15510358,227.26411157177,"2013_2018"
"915",15510610,754.229895546105,"2013_2018"
"916",15510676,180.585823719367,"2013_2018"
"917",15510814,754.229895546105,"2013_2018"
"918",15510832,754.229895546105,"2013_2018"
"919",15510910,754.229895546105,"2013_2018"
"920",15511484,211.725620267097,"2013_2018"
"921",15512544,227.26411157177,"2013_2018"
"922",15512594,754.229895546105,"2013_2018"
"923",15512716,227.26411157177,"2013_2018"
"924",15512720,754.229895546105,"2013_2018"
"925",15512784,227.26411157177,"2013_2018"
"926",15512860,754.229895546105,"2013_2018"
"927",15512888,754.229895546105,"2013_2018"
"928",15512910,754.229895546105,"2013_2018"
"929",15512916,754.229895546105,"2013_2018"
"930",15513054,180.585823719367,"2013_2018"
"931",15513146,227.26411157177,"2013_2018"
"932",15513238,754.229895546105,"2013_2018"
"933",15513298,180.585823719367,"2013_2018"
"934",15513366,227.26411157177,"2013_2018"
"935",15513386,180.585823719367,"2013_2018"
"936",15513474,754.229895546105,"2013_2018"
"937",15513540,180.585823719367,"2013_2018"
"938",15513578,227.26411157177,"2013_2018"
"939",15513728,754.229895546105,"2013_2018"
"940",15513790,227.26411157177,"2013_2018"
"941",15513860,227.26411157177,"2013_2018"
"942",15513940,227.26411157177,"2013_2018"
"943",15514010,754.229895546105,"2013_2018"
"944",15514064,227.26411157177,"2013_2018"
"945",15514080,180.585823719367,"2013_2018"
"946",15514238,754.229895546105,"2013_2018"
"947",15514250,754.229895546105,"2013_2018"
"948",15514354,180.585823719367,"2013_2018"
"949",15514448,754.229895546105,"2013_2018"
"950",15514914,211.725620267097,"2013_2018"
"951",15515150,211.725620267097,"2013_2018"
"952",15516684,227.26411157177,"2013_2018"
"953",15516702,227.26411157177,"2013_2018"
"954",15517518,211.725620267097,"2013_2018"
"955",15517566,180.585823719367,"2013_2018"
"956",15517598,180.585823719367,"2013_2018"
"957",15517610,227.26411157177,"2013_2018"
"958",904420003,227.26411157177,"2013_2018"
"959",904420005,227.26411157177,"2013_2018"
"960",8110483,469.45374915514,"2013_2018"
"961",8110509,469.45374915514,"2013_2018"
"962",8110527,469.45374915514,"2013_2018"
"963",8110531,125.782515364468,"2013_2018"
"964",8110559,144.565574287051,"2013_2018"
"965",8110591,469.45374915514,"2013_2018"
"966",8110675,469.45374915514,"2013_2018"
"967",8110711,144.565574287051,"2013_2018"
"968",8110713,144.565574287051,"2013_2018"
"969",8110899,125.782515364468,"2013_2018"
"970",8110957,125.782515364468,"2013_2018"
"971",8110977,125.782515364468,"2013_2018"
"972",8117095,144.565574287051,"2013_2018"
"973",8117119,469.45374915514,"2013_2018"
"974",8117177,144.565574287051,"2013_2018"
"975",8117199,469.45374915514,"2013_2018"
"976",8117347,124.433485985025,"2013_2018"
"977",8117731,469.45374915514,"2013_2018"
"978",8117733,144.565574287051,"2013_2018"
"979",8117783,469.45374915514,"2013_2018"
"980",8117809,144.565574287051,"2013_2018"
"981",8117811,469.45374915514,"2013_2018"
"982",8117897,144.565574287051,"2013_2018"
"983",8117965,469.45374915514,"2013_2018"
"984",8117975,469.45374915514,"2013_2018"
"985",8118015,144.565574287051,"2013_2018"
"986",8118039,469.45374915514,"2013_2018"
"987",8118079,125.782515364468,"2013_2018"
"988",8118217,469.45374915514,"2013_2018"
"989",8118243,125.782515364468,"2013_2018"
"990",8118261,124.433485985025,"2013_2018"
"991",8118547,125.782515364468,"2013_2018"
"992",8118787,469.45374915514,"2013_2018"
"993",8118805,124.433485985025,"2013_2018"
"994",8118811,124.433485985025,"2013_2018"
"995",8118853,144.565574287051,"2013_2018"
"996",8118899,125.782515364468,"2013_2018"
"997",8118951,469.45374915514,"2013_2018"
"998",8118965,144.565574287051,"2013_2018"
"999",8118997,124.433485985025,"2013_2018"
"1000",8118999,469.45374915514,"2013_2018"
"1001",8119021,144.565574287051,"2013_2018"
"1002",8119077,469.45374915514,"2013_2018"
"1003",8119157,144.565574287051,"2013_2018"
"1004",8119183,125.782515364468,"2013_2018"
"1005",8119227,125.782515364468,"2013_2018"
"1006",8121477,144.565574287051,"2013_2018"
"1007",1748541,196.21820913178,"2013_2018"
"1008",1748551,600.086503999616,"2013_2018"
"1009",1748553,196.21820913178,"2013_2018"
"1010",1748583,139.402543823155,"2013_2018"
"1011",1748635,196.21820913178,"2013_2018"
"1012",1749283,165.375730356941,"2013_2018"
"1013",1749399,165.375730356941,"2013_2018"
"1014",1750379,196.21820913178,"2013_2018"
"1015",1750519,600.086503999616,"2013_2018"
"1016",1750575,600.086503999616,"2013_2018"
"1017",1752011,600.086503999616,"2013_2018"
"1018",1752021,600.086503999616,"2013_2018"
"1019",1752119,165.375730356941,"2013_2018"
"1020",2612796,600.086503999616,"2013_2018"
"1021",2612836,600.086503999616,"2013_2018"
"1022",2612840,139.402543823155,"2013_2018"
"1023",2612856,139.402543823155,"2013_2018"
"1024",2612928,139.402543823155,"2013_2018"
"1025",2613362,139.402543823155,"2013_2018"
"1026",2613414,139.402543823155,"2013_2018"
"1027",2613546,139.402543823155,"2013_2018"
"1028",2613694,600.086503999616,"2013_2018"
"1029",2613806,196.21820913178,"2013_2018"
"1030",2613856,600.086503999616,"2013_2018"
"1031",2613868,196.21820913178,"2013_2018"
"1032",2613922,196.21820913178,"2013_2018"
"1033",2614020,196.21820913178,"2013_2018"
"1034",2615092,139.402543823155,"2013_2018"
"1035",2615112,196.21820913178,"2013_2018"
"1036",2615122,139.402543823155,"2013_2018"
"1037",2615124,600.086503999616,"2013_2018"
"1038",2617044,600.086503999616,"2013_2018"
"1039",2617284,165.375730356941,"2013_2018"
"1040",2617298,165.375730356941,"2013_2018"
"1041",2617430,165.375730356941,"2013_2018"
"1042",2617570,165.375730356941,"2013_2018"
"1043",2617572,165.375730356941,"2013_2018"
"1044",4147510,196.21820913178,"2013_2018"
"1045",4147518,139.402543823155,"2013_2018"
"1046",4147716,139.402543823155,"2013_2018"
"1047",4147754,165.375730356941,"2013_2018"
"1048",4147880,165.375730356941,"2013_2018"
"1049",4147902,600.086503999616,"2013_2018"
"1050",4147956,139.402543823155,"2013_2018"
"1051",4147964,196.21820913178,"2013_2018"
"1052",4148006,600.086503999616,"2013_2018"
"1053",4150218,139.402543823155,"2013_2018"
"1054",4150288,139.402543823155,"2013_2018"
"1055",4150568,600.086503999616,"2013_2018"
"1056",4151522,165.375730356941,"2013_2018"
"1057",15537229,278.770525972392,"2013_2018"
"1058",15537425,178.77377707534,"2013_2018"
"1059",15537431,178.77377707534,"2013_2018"
"1060",15537603,707.634705536279,"2013_2018"
"1061",15537651,281.232903270766,"2013_2018"
"1062",15538549,278.770525972392,"2013_2018"
"1063",15539083,278.770525972392,"2013_2018"
"1064",15539193,178.77377707534,"2013_2018"
"1065",15539223,278.770525972392,"2013_2018"
"1066",15539305,278.770525972392,"2013_2018"
"1067",15539405,178.77377707534,"2013_2018"
"1068",15539429,278.770525972392,"2013_2018"
"1069",15539471,278.770525972392,"2013_2018"
"1070",15539615,278.770525972392,"2013_2018"
"1071",15539665,278.770525972392,"2013_2018"
"1072",15539767,707.634705536279,"2013_2018"
"1073",15539857,178.77377707534,"2013_2018"
"1074",15540207,707.634705536279,"2013_2018"
"1075",15540239,278.770525972392,"2013_2018"
"1076",15540245,278.770525972392,"2013_2018"
"1077",15541217,281.232903270766,"2013_2018"
"1078",15541359,278.770525972392,"2013_2018"
"1079",15541551,178.77377707534,"2013_2018"
"1080",15547435,707.634705536279,"2013_2018"
"1081",15547527,707.634705536279,"2013_2018"
"1082",15547757,707.634705536279,"2013_2018"
"1083",15547909,178.77377707534,"2013_2018"
"1084",15547919,278.770525972392,"2013_2018"
"1085",15547963,278.770525972392,"2013_2018"
"1086",15548141,707.634705536279,"2013_2018"
"1087",15548189,281.232903270766,"2013_2018"
"1088",15548219,281.232903270766,"2013_2018"
"1089",15548983,278.770525972392,"2013_2018"
"1090",15549139,707.634705536279,"2013_2018"
"1091",15549245,178.77377707534,"2013_2018"
"1092",15549541,707.634705536279,"2013_2018"
"1093",15549551,281.232903270766,"2013_2018"
"1094",15549637,178.77377707534,"2013_2018"
"1095",15549957,178.77377707534,"2013_2018"
"1096",15550015,178.77377707534,"2013_2018"
"1097",15550083,278.770525972392,"2013_2018"
"1098",15550109,278.770525972392,"2013_2018"
"1099",15550239,178.77377707534,"2013_2018"
"1100",15550269,178.77377707534,"2013_2018"
"1101",15550733,178.77377707534,"2013_2018"
"1102",15550853,278.770525972392,"2013_2018"
"1103",15550903,178.77377707534,"2013_2018"
"1104",15550925,278.770525972392,"2013_2018"
"1105",15551037,278.770525972392,"2013_2018"
"1106",7709860,73.1291489741703,"2013_2018"
"1107",7710206,22.3887691612536,"2013_2018"
"1108",7711876,73.1291489741703,"2013_2018"
"1109",7711984,73.1291489741703,"2013_2018"
"1110",7711996,22.3887691612536,"2013_2018"
"1111",7712026,22.3887691612536,"2013_2018"
"1112",7712040,73.1291489741703,"2013_2018"
"1113",7712140,27.7677994152778,"2013_2018"
"1114",7712156,73.1291489741703,"2013_2018"
"1115",7712190,22.3887691612536,"2013_2018"
"1116",7712206,19.6179948382867,"2013_2018"
"1117",7712238,73.1291489741703,"2013_2018"
"1118",7712284,19.6179948382867,"2013_2018"
"1119",7712300,19.6179948382867,"2013_2018"
"1120",7712320,27.7677994152778,"2013_2018"
"1121",7712332,73.1291489741703,"2013_2018"
"1122",7712390,27.7677994152778,"2013_2018"
"1123",7712406,27.7677994152778,"2013_2018"
"1124",7712432,22.3887691612536,"2013_2018"
"1125",7712506,27.7677994152778,"2013_2018"
"1126",7712510,22.3887691612536,"2013_2018"
"1127",7712572,22.3887691612536,"2013_2018"
"1128",7712622,73.1291489741703,"2013_2018"
"1129",7712646,22.3887691612536,"2013_2018"
"1130",7712660,19.6179948382867,"2013_2018"
"1131",7712722,22.3887691612536,"2013_2018"
"1132",7712756,27.7677994152778,"2013_2018"
"1133",7712768,27.7677994152778,"2013_2018"
"1134",7712818,19.6179948382867,"2013_2018"
"1135",7712882,22.3887691612536,"2013_2018"
"1136",7712894,73.1291489741703,"2013_2018"
"1137",7712902,22.3887691612536,"2013_2018"
"1138",7713038,73.1291489741703,"2013_2018"
"1139",7713102,22.3887691612536,"2013_2018"
"1140",7713500,19.6179948382867,"2013_2018"
"1141",7713516,73.1291489741703,"2013_2018"
"1142",7713582,73.1291489741703,"2013_2018"
"1143",7713588,73.1291489741703,"2013_2018"
"1144",7713590,73.1291489741703,"2013_2018"
"1145",7713688,27.7677994152778,"2013_2018"
"1146",7713690,19.6179948382867,"2013_2018"
"1147",7713718,19.6179948382867,"2013_2018"
"1148",7713726,19.6179948382867,"2013_2018"
"1149",7713740,22.3887691612536,"2013_2018"
"1150",900510082,22.3887691612536,"2013_2018"
"1151",9521097,154.32249073035,"2013_2018"
"1152",9521153,178.934019845291,"2013_2018"
"1153",9521225,106.297647173954,"2013_2018"
"1154",9521239,154.32249073035,"2013_2018"
"1155",9521251,178.934019845291,"2013_2018"
"1156",9521333,543.480096968788,"2013_2018"
"1157",9521341,178.934019845291,"2013_2018"
"1158",9521351,543.480096968788,"2013_2018"
"1159",9521453,106.297647173954,"2013_2018"
"1160",9521459,106.297647173954,"2013_2018"
"1161",9521539,543.480096968788,"2013_2018"
"1162",9522527,178.934019845291,"2013_2018"
"1163",9523041,106.297647173954,"2013_2018"
"1164",9524325,154.32249073035,"2013_2018"
"1165",9524415,154.32249073035,"2013_2018"
"1166",9524463,543.480096968788,"2013_2018"
"1167",9524647,543.480096968788,"2013_2018"
"1168",9524657,543.480096968788,"2013_2018"
"1169",9525601,154.32249073035,"2013_2018"
"1170",9527303,543.480096968788,"2013_2018"
"1171",9527387,178.934019845291,"2013_2018"
"1172",9527907,178.934019845291,"2013_2018"
"1173",9527955,543.480096968788,"2013_2018"
"1174",9527997,543.480096968788,"2013_2018"
"1175",9528017,154.32249073035,"2013_2018"
"1176",9528185,178.934019845291,"2013_2018"
"1177",9528265,543.480096968788,"2013_2018"
"1178",9528279,178.934019845291,"2013_2018"
"1179",9528309,178.934019845291,"2013_2018"
"1180",9528315,543.480096968788,"2013_2018"
"1181",9528321,154.32249073035,"2013_2018"
"1182",9528337,154.32249073035,"2013_2018"
"1183",9528347,543.480096968788,"2013_2018"
"1184",9528359,543.480096968788,"2013_2018"
"1185",9528365,178.934019845291,"2013_2018"
"1186",9528383,178.934019845291,"2013_2018"
"1187",9528395,106.297647173954,"2013_2018"
"1188",10311316,154.32249073035,"2013_2018"
"1189",10311368,543.480096968788,"2013_2018"
"1190",10312486,543.480096968788,"2013_2018"
"1191",10312528,154.32249073035,"2013_2018"
"1192",10312612,178.934019845291,"2013_2018"
"1193",10312626,178.934019845291,"2013_2018"
"1194",10312680,543.480096968788,"2013_2018"
"1195",10313430,154.32249073035,"2013_2018"
"1196",10313434,154.32249073035,"2013_2018"
"1197",10313448,178.934019845291,"2013_2018"
"1198",10313456,178.934019845291,"2013_2018"
"1199",25825667,543.480096968788,"2013_2018"
"1200",15504642,356.266112271537,"2013_2018"
"1201",15505038,444.979709357769,"2013_2018"
"1202",15505072,356.266112271537,"2013_2018"
"1203",15505208,444.979709357769,"2013_2018"
"1204",15558097,248.102172232999,"2013_2018"
"1205",15558203,356.266112271537,"2013_2018"
"1206",15558595,356.266112271537,"2013_2018"
"1207",15558653,444.979709357769,"2013_2018"
"1208",15558657,248.102172232999,"2013_2018"
"1209",15558683,248.102172232999,"2013_2018"
"1210",15559683,248.102172232999,"2013_2018"
"1211",15559929,248.102172232999,"2013_2018"
"1212",15560119,248.102172232999,"2013_2018"
"1213",15560297,444.979709357769,"2013_2018"
"1214",15560829,910.363376820896,"2013_2018"
"1215",15561001,444.979709357769,"2013_2018"
"1216",15561117,444.979709357769,"2013_2018"
"1217",15561203,248.102172232999,"2013_2018"
"1218",21621657,356.266112271537,"2013_2018"
"1219",21621743,356.266112271537,"2013_2018"
"1220",21621813,910.363376820896,"2013_2018"
"1221",21621819,444.979709357769,"2013_2018"
"1222",21621865,356.266112271537,"2013_2018"
"1223",21621979,356.266112271537,"2013_2018"
"1224",21622117,444.979709357769,"2013_2018"
"1225",21622413,444.979709357769,"2013_2018"
"1226",21622587,444.979709357769,"2013_2018"
"1227",21622669,444.979709357769,"2013_2018"
"1228",21623313,910.363376820896,"2013_2018"
"1229",21623425,444.979709357769,"2013_2018"
"1230",21623557,910.363376820896,"2013_2018"
"1231",21623673,356.266112271537,"2013_2018"
"1232",21623825,910.363376820896,"2013_2018"
"1233",21623991,444.979709357769,"2013_2018"
"1234",21624003,248.102172232999,"2013_2018"
"1235",21624805,444.979709357769,"2013_2018"
"1236",21625589,910.363376820896,"2013_2018"
"1237",21625667,356.266112271537,"2013_2018"
"1238",21625943,910.363376820896,"2013_2018"
"1239",21631653,356.266112271537,"2013_2018"
"1240",21631723,356.266112271537,"2013_2018"
"1241",21631887,910.363376820896,"2013_2018"
"1242",21632213,910.363376820896,"2013_2018"
"1243",21632943,910.363376820896,"2013_2018"
"1244",21633067,444.979709357769,"2013_2018"
"1245",21633311,444.979709357769,"2013_2018"
"1246",21633629,910.363376820896,"2013_2018"
"1247",21633887,248.102172232999,"2013_2018"
"1248",21633939,248.102172232999,"2013_2018"
"1249",21633973,444.979709357769,"2013_2018"
"1250",6185790,459.683970229737,"2013_2018"
"1251",6185962,502.509607754039,"2013_2018"
"1252",6186016,1400.85296054584,"2013_2018"
"1253",6186206,459.683970229737,"2013_2018"
"1254",6186766,1400.85296054584,"2013_2018"
"1255",6188168,1400.85296054584,"2013_2018"
"1256",6188322,1400.85296054584,"2013_2018"
"1257",6188456,1400.85296054584,"2013_2018"
"1258",6188468,1400.85296054584,"2013_2018"
"1259",6188660,502.509607754039,"2013_2018"
"1260",6188948,459.683970229737,"2013_2018"
"1261",6188960,1400.85296054584,"2013_2018"
"1262",6189016,502.509607754039,"2013_2018"
"1263",6189028,502.509607754039,"2013_2018"
"1264",6189098,502.509607754039,"2013_2018"
"1265",6189186,459.683970229737,"2013_2018"
"1266",6189532,502.509607754039,"2013_2018"
"1267",6189664,502.509607754039,"2013_2018"
"1268",6189674,1400.85296054584,"2013_2018"
"1269",6199796,1400.85296054584,"2013_2018"
"1270",6200038,1400.85296054584,"2013_2018"
"1271",6200244,459.683970229737,"2013_2018"
"1272",6200268,1400.85296054584,"2013_2018"
"1273",6200432,459.683970229737,"2013_2018"
"1274",6201706,502.509607754039,"2013_2018"
"1275",6201870,1400.85296054584,"2013_2018"
"1276",6201920,1400.85296054584,"2013_2018"
"1277",6203274,1400.85296054584,"2013_2018"
"1278",6203304,1400.85296054584,"2013_2018"
"1279",6211536,502.509607754039,"2013_2018"
"1280",6211560,502.509607754039,"2013_2018"
"1281",6212138,459.683970229737,"2013_2018"
"1282",6212224,410.589647241518,"2013_2018"
"1283",6212470,459.683970229737,"2013_2018"
"1284",6212474,502.509607754039,"2013_2018"
"1285",6212674,459.683970229737,"2013_2018"
"1286",6213070,1400.85296054584,"2013_2018"
"1287",6217258,502.509607754039,"2013_2018"
"1288",6217344,502.509607754039,"2013_2018"
"1289",6226844,502.509607754039,"2013_2018"
"1290",6227028,1400.85296054584,"2013_2018"
"1291",6227244,1400.85296054584,"2013_2018"
"1292",6228274,502.509607754039,"2013_2018"
"1293",6228326,1400.85296054584,"2013_2018"
"1294",6228384,502.509607754039,"2013_2018"
"1295",6228392,1400.85296054584,"2013_2018"
"1296",6229108,1400.85296054584,"2013_2018"
"1297",6229204,459.683970229737,"2013_2018"
"1298",6231870,459.683970229737,"2013_2018"
"1299",3245878,1415.87920881483,"2013_2018"
"1300",3245988,421.957472572163,"2013_2018"
"1301",3246098,323.496054278805,"2013_2018"
"1302",3246216,421.957472572163,"2013_2018"
"1303",3246282,300.983114133157,"2013_2018"
"1304",3246498,1415.87920881483,"2013_2018"
"1305",3246660,421.957472572163,"2013_2018"
"1306",3246874,1415.87920881483,"2013_2018"
"1307",3247432,323.496054278805,"2013_2018"
"1308",3247442,1415.87920881483,"2013_2018"
"1309",22738157,421.957472572163,"2013_2018"
"1310",22739459,300.983114133157,"2013_2018"
"1311",22739895,421.957472572163,"2013_2018"
"1312",22739917,300.983114133157,"2013_2018"
"1313",22740289,421.957472572163,"2013_2018"
"1314",22740353,1415.87920881483,"2013_2018"
"1315",22740535,421.957472572163,"2013_2018"
"1316",22740563,421.957472572163,"2013_2018"
"1317",22740859,323.496054278805,"2013_2018"
"1318",22740997,1415.87920881483,"2013_2018"
"1319",22741085,323.496054278805,"2013_2018"
